Customer_Age,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
48,1,2,3,36,2,2,3,2006.379504932044,228,1777.525465681524,0.7484223777280617,850,23,0.4951210429285725,0.10781751668661682,0.41309393366519853,0.5869060663348015,0.5869060663348015,0.41309393366519853,0.0,1.0,0.0,0.0,0.0,0
40,2,4,2,31,4,2,3,20500.93520585697,914,19586.49761259201,0.9786353436914669,8110,84,0.7696470604984469,0.0444289815120436,0.2737924369981831,0.7262075630018169,0.0,0.7262075630018169,0.2737924369981831,0.7262075630018169,0.0,0.0,0.2737924369981831,0
41,1,4,3,33,3,2,3,3266.831831760243,38,3228.6197672669805,0.4591418607072579,2164,42,0.30145247090837257,0.011070785040104045,0.8809593006440426,0.1190406993559574,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
48,1,3,2,40,3,3,3,19951.562319933455,2102,17848.642239771852,0.4828004509557576,2000,44,0.42910978328862853,0.10581934109937823,0.0,1.0,0.5881498183546577,0.41185018164534226,0.0,1.0,0.0,0.0,0.0,0
56,2,2,2,47,2,3,2,6110.546889721065,0,6110.546889721065,0.7995773904667218,8501,73,0.9223042850041365,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
36,2,2,4,26,3,2,3,4764.365876206556,0,4764.365876206556,0.9202022530153123,8589,66,0.7490788024733321,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
40,3,0,1,36,2,2,3,2307.4005722242314,0,2307.4005722242314,0.6818470958857142,2264,40,0.31905527899746833,0.0,0.11198855551537024,0.8880114444846298,0.0,0.8880114444846298,0.11198855551537024,1.0,0.0,0.0,0.0,0
37,2,1,4,36,2,3,2,1692.0707231623442,0,1692.0707231623442,0.7083260592939514,2308,52,0.5726994265600377,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,4,0,1,43,2,2,3,1438.3,0,1438.3,0.7216066574084667,811,20,0.5348430583999219,0.0,0.19989262244408512,0.8001073775559149,0.0,0.8001073775559149,0.19989262244408512,1.0,0.0,0.0,0.0,0
37,2,2,2,27,5,1,3,17625.076736385487,654,16970.9930366185,0.871316057534146,10059,72,0.7551615104578231,0.03708972803212392,0.0,1.0,0.49551359839380416,0.0,0.5044864016061958,1.0,0.0,0.0,0.0,0
51,3,3,2,44,5,2,2,2916.5531804589045,0,2916.5531804589045,0.5612395064768758,2374,45,0.8197453040718845,0.0,1.0,0.0,0.5691475573630872,0.4308524426369128,0.0,1.0,0.0,0.0,0.0,0
45,1,5,1,25,3,1,1,34285.55315916294,512,33773.50932836774,0.8520585945293326,7699,70,0.616344502478541,0.01479523631694678,0.0,1.0,0.0,1.0,0.0,0.35672885578492264,0.0,0.0,0.6432711442150774,0
59,0,1,2,54,2,5,2,3857.8251956679283,2220,1637.3287083932871,0.5531184246450331,1837,40,0.624318082176562,0.576800342468471,0.36572407052774436,0.6342759294722556,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
51,1,2,3,36,3,2,2,1794.023787850321,0,1794.023787850321,0.7077240826349586,2276,53,0.6012502546949825,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
54,1,2,3,38,3,2,3,2786.907648694629,0,2786.907648694629,0.6813265904529212,2162,37,0.66988901282295,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
47,2,2,3,33,1,3,3,3443.427956354599,0,3443.427956354599,0.8227863514245227,2501,45,0.45625438964277504,0.0,0.9748260967883134,0.025173903211686555,0.0,0.9748260967883134,0.025173903211686555,1.0,0.0,0.0,0.0,0
46,2,0,2,38,3,2,4,10208.021613546056,0,10208.021613546056,0.6226992192519084,2385,49,0.4631296812763352,0.0,0.57994795012723,0.42005204987277,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
43,1,3,2,41,5,3,3,2065.594207737632,0,2065.594207737632,0.9312699150755972,2704,52,0.7925724032795984,0.0,0.41485519344080324,0.5851448065591968,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
57,1,3,3,45,1,3,3,4107.826820728934,0,4107.826820728934,0.7564038148202802,2366,52,0.6952817337935626,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,2,3,3,41,3,3,3,1669.0652895049122,0,1669.0652895049122,0.7636434560023192,2782,37,0.32324330518821065,0.0,1.0,0.0,0.0,0.8130579009824449,0.1869420990175551,1.0,0.0,0.0,0.0,0
38,2,1,4,29,3,2,4,1627.095766045985,0,1627.095766045985,0.6583180976625398,2447,46,0.5249335958797312,0.0,1.0,0.0,0.0,0.7213666798726563,0.27863332012734365,1.0,0.0,0.0,0.0,0
38,1,2,4,23,2,3,3,2019.7086467940503,1680,339.4896195405445,0.688108488928666,817,30,0.9017430531449807,0.8349851834844528,0.6861292498475771,0.31387075015242294,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
56,0,1,1,42,3,3,2,1624.5131517796278,0,1624.5131517796278,0.801816965940028,668,18,0.3214622061344251,0.0,0.29916013632055793,0.7008398636794421,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
53,4,3,3,44,2,1,3,7456.466852218067,0,7456.466852218067,0.8666740328404294,8863,71,0.9418273587950754,0.0,0.20925410505368547,0.7907458949463145,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
46,3,4,4,35,2,3,1,2843.05717259913,305,2537.720119509683,0.8934566891537351,2621,40,0.6197400208193911,0.10605544701146061,1.0,0.0,0.0,0.85528586299565,0.14471413700434999,1.0,0.0,0.0,0.0,0
48,3,3,1,38,4,2,2,34516.0,2517,31999.0,0.48146000684954815,2069,49,0.6522161710011324,0.073,0.0,1.0,0.4041807522624401,0.0,0.5958192477375599,0.4041807522624401,0.0,0.0,0.5958192477375599,0
52,3,2,4,44,1,4,1,13602.979350956835,377,13225.183377082612,0.9511016023452433,4859,51,0.43253952561217907,0.026809562230031794,1.0,0.0,0.0,0.27356696153093674,0.7264330384690633,0.0,0.0,0.0,1.0,0
39,2,4,2,31,3,2,3,2202.227340060277,0,2202.227340060277,0.46252137057050674,2040,40,0.3828620743150253,0.0,0.0,1.0,0.0,0.7014247047004476,0.2985752952995524,1.0,0.0,0.0,0.0,0
51,3,4,4,46,3,2,2,2952.9566912554924,0,2952.9566912554924,1.0131795420635852,907,24,0.5535098581847405,0.0,1.0,0.0,0.0,0.07934711976878106,0.9206528802312189,1.0,0.0,0.0,0.0,0
37,1,5,3,31,4,2,3,20879.73607230747,737,20142.514884848784,1.0325920152245223,8394,84,0.8321383748813399,0.0355035699342711,0.30385156991625295,0.696148430083747,0.0,0.696148430083747,0.30385156991625295,1.0,0.0,0.0,0.0,0
39,2,5,4,26,2,3,1,2775.718985787815,2346,429.08646386427245,0.5179736849108736,2042,52,0.6270667342007269,0.845217106138592,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
49,3,3,1,36,2,2,3,24254.386425880624,0,24254.386425880624,0.15845856388793175,4708,58,0.5105409026857638,0.0,0.6972464829671916,0.3027535170328084,0.0,0.6972464829671916,0.3027535170328084,0.3027535170328084,0.6972464829671916,0.0,0.0,0
52,2,2,2,42,3,3,2,8348.717803906711,2246,6102.333492308877,1.0248447925132775,5118,62,0.5898626686881561,0.26804071504699517,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
53,2,2,0,48,4,3,3,24296.736337242462,318,23977.971227362672,0.6138137556189893,2130,41,0.5559858729352076,0.01272246943154035,0.0,1.0,0.8851687045639766,0.0,0.11483129543602344,1.0,0.0,0.0,0.0,0
47,1,2,4,37,2,3,3,1888.4125300555193,0,1888.4125300555193,0.7579582331482689,2491,44,0.488287229500326,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
47,4,0,2,31,4,2,3,25344.41883007748,0,25344.41883007748,0.48097684067222574,1560,42,0.3400079627457204,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,3,3,4,39,2,2,3,1949.4889074739192,1795,153.5257801772366,0.735,3176,46,0.8081017440890874,0.925801637142187,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45,3,2,4,34,3,2,3,3496.9119533813046,2517,979.9119533813044,0.7324586911039582,2688,39,0.5833266211759149,0.7194994571173388,0.13641298933283563,0.8635870106671644,0.8635870106671644,0.13641298933283563,0.0,1.0,0.0,0.0,0.0,0
44,2,0,3,35,1,3,2,3357.487876612399,0,3357.487876612399,0.7531919569563774,563,22,0.545697692966814,0.0,0.6065050214986523,0.39349497850134774,0.0,0.6065050214986523,0.39349497850134774,1.0,0.0,0.0,0.0,0
39,3,2,2,30,2,2,2,23097.420783224505,0,23097.420783224505,1.016088120225497,8249,74,0.802460419030464,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
40,2,3,3,33,4,2,3,17104.904764271258,2271,14833.648517061874,0.640357146406887,968,29,0.418135294018695,0.13280687896423835,0.5944822561210954,0.4055177438789046,0.5944822561210954,0.4055177438789046,0.0,1.0,0.0,0.0,0.0,0
43,3,3,0,35,1,2,2,7796.117898692297,2270,5525.134716815244,0.9433232035110539,8258,54,0.5015488481624802,0.2910134682448911,0.006734122445566371,0.9932658775544336,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,1,3,3,40,1,2,2,3725.6059317400877,0,3725.6059317400877,0.5929156863234218,2383,49,0.5267186521934657,0.0,0.20552809379588977,0.7944719062041102,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
51,3,2,4,35,2,3,2,1856.440712808993,0,1856.440712808993,0.6278217977517353,2486,48,0.8641679235953124,0.0,1.0,0.0,0.0,0.27964359550347073,0.7203564044965293,1.0,0.0,0.0,0.0,0
55,2,2,0,42,5,2,3,34516.0,268,34247.74259001011,0.5487711557640782,1946,46,0.6606378058442818,0.007641913666329791,0.0,1.0,0.0,0.2736522777216318,0.7263477222783682,0.7263477222783682,0.0,0.0,0.2736522777216318,0
48,1,2,3,33,4,2,3,24799.003859619446,954,23844.515097412408,0.4805176954345753,1852,38,0.453292434936443,0.03857556188964805,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,1,4,4,36,4,2,3,1738.0308780167284,0,1738.0308780167284,0.9676505239519971,2916,44,0.5631403499818171,0.0,1.0,0.0,0.0,0.4571930003636582,0.5428069996363418,1.0,0.0,0.0,0.0,0
54,2,2,4,42,1,3,2,1750.3702207428357,162,1587.9752051815499,0.7698330285151604,2706,38,0.5449704418462756,0.09254769704030268,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
41,2,3,3,31,1,2,3,1821.3287962944587,1525,296.2020372538628,0.803655463093426,2729,41,0.48859805498776604,0.8373717591398213,1.0,0.0,0.0,0.3287962944587898,0.6712037055412102,1.0,0.0,0.0,0.0,0
47,4,3,1,38,3,3,1,7873.552084479905,127,7746.002666373144,0.73595391485967,2335,47,0.4281401649972586,0.01624833351678477,0.1875833241607614,0.8124166758392386,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,2,2,3,38,2,2,2,5867.827488185444,0,5867.827488185444,0.9196692889880359,9120,80,0.8263919809541376,0.0,0.7434502362911267,0.2565497637088733,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
51,2,5,4,40,3,0,3,1440.06893582257,0,1440.06893582257,0.46663693239510523,2105,38,0.28318388092989527,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
44,3,2,0,31,2,3,1,13846.990960514828,673,13173.699434899614,0.7016418079922626,1848,31,0.6231909605581125,0.04815367233007902,0.14011299410573175,0.8598870058942683,0.0,0.8598870058942683,0.14011299410573175,0.8598870058942683,0.0,0.0,0.14011299410573175,0
48,3,0,2,36,3,2,1,1685.9908520999684,0,1685.9908520999684,0.460118226144469,1960,46,0.47356696850757457,0.0,0.18484637407290494,0.8151536259270951,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
40,2,4,0,20,2,1,1,34516.0,793,33722.79703764823,0.8407602539158655,7778,74,0.6731534828261176,0.022920084638621847,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
48,1,3,3,36,2,3,4,2728.0866355962694,0,2728.0866355962694,1.039791069771091,4863,54,0.4849388526836803,0.0,0.26741085240907514,0.7325891475909249,0.0,0.7325891475909249,0.26741085240907514,1.0,0.0,0.0,0.0,0
44,3,1,2,34,1,2,3,5782.881880587173,155,5627.766010334237,0.8351369017073171,8207,60,0.6259340843631436,0.02479173736224033,1.0,0.0,0.0,0.6649765221318874,0.3350234778681126,1.0,0.0,0.0,0.0,0
38,1,0,3,27,1,2,3,12483.829270930555,0,12483.829270930555,0.8118235385011657,1149,33,0.4826737922885644,0.0,0.0,1.0,0.889221950108632,0.11077804989136797,0.0,1.0,0.0,0.0,0.0,0
37,1,2,3,30,3,2,2,1494.6198253775788,0,1494.6198253775788,0.7601703227669019,2518,60,0.5409836670708483,0.0,0.8527431474928501,0.14725685250714993,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
53,1,2,4,45,5,5,3,2390.4733673380924,1127,1262.9233498998753,0.5365331284331047,2222,41,0.5348438638937967,0.47227565829622814,1.0,0.0,0.0,0.2496752114401498,0.7503247885598502,1.0,0.0,0.0,0.0,0
33,0,2,3,34,3,2,3,6889.296671820519,2517,4372.296671820519,0.9434796146071296,8353,70,0.6978234947058749,0.3652473177114644,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,1,3,3,39,4,2,2,12954.480257525627,0,12954.480257525627,0.810620934629058,5105,54,0.6146233432811443,0.0,0.22701110907380795,0.772988890926192,0.0,0.22701110907380795,0.772988890926192,0.772988890926192,0.0,0.0,0.22701110907380795,0
45,2,2,1,33,2,2,1,34516.0,0,34516.0,0.8805009189680862,4473,56,0.5034448528747051,0.0,0.3129595593774581,0.6870404406225419,0.0,0.6870404406225419,0.3129595593774581,0.6870404406225419,0.0,0.3129595593774581,0.0,0
47,2,2,1,31,5,3,4,14924.493469918662,0,14924.493469918662,0.40696850351962954,1533,28,0.3730670250770009,0.0,0.8416554663437221,0.15834453365627787,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,1,2,3,43,4,2,3,33156.48624532107,2427,30728.502026877428,0.9147302433093071,9963,71,0.9161481953604252,0.073,0.8991493086500856,0.10085069134991442,0.0,1.0,0.0,0.0,0.10085069134991442,0.0,0.8991493086500856,0
44,3,2,1,32,4,3,3,8819.92852792989,1963,6856.522014828555,0.4207890230347999,2097,45,0.4838462006908885,0.2221406513101334,0.4612635689611124,0.5387364310388876,0.0,0.5387364310388876,0.4612635689611124,1.0,0.0,0.0,0.0,0
47,2,0,4,40,3,3,3,3823.5593274256303,1328,2494.9120019422585,0.6110520043700818,2208,39,0.442885317471555,0.34761133179571196,1.0,0.0,0.0,0.29533325240589303,0.704666747594107,1.0,0.0,0.0,0.0,0
52,2,2,4,45,5,1,2,3198.5200726970866,0,3198.5200726970866,1.0469760036348543,4804,58,0.6388755188558068,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
44,4,1,4,35,4,3,3,1645.1850830437693,1007,637.8909101642831,0.8835350429368738,2737,39,0.5980943214999546,0.6130335661032975,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,1,2,4,42,3,3,2,1937.0431365710126,848,1088.691765629133,0.7090409413200873,2528,42,0.32047623646356854,0.4378448620338531,1.0,0.0,0.0,0.9504313657101255,0.04956863428987446,1.0,0.0,0.0,0.0,0
45,3,4,4,35,3,3,3,2744.5899178287564,2459,284.7065423302077,0.6571888431250283,2463,39,0.3490188052781872,0.8960158027890154,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
53,1,2,2,45,4,5,4,7573.855479260868,939,6634.6755070382,0.7092336654097495,2587,58,0.7808211946969889,0.12361185155863075,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
51,4,2,1,40,5,3,2,34516.0,116,34399.58884663466,0.9299203174121812,8524,68,0.6299815153971862,0.0035429481459017874,0.0,1.0,0.0,0.493864550585459,0.506135449414541,0.493864550585459,0.0,0.0,0.506135449414541,0
38,2,2,4,34,3,2,3,1525.5149059758037,0,1525.5149059758037,0.6935390896284523,2574,39,0.4706228971843155,0.0,1.0,0.0,0.0,0.3142627416369046,0.6857372583630954,1.0,0.0,0.0,0.0,0
55,2,0,4,47,1,0,5,1438.3,0,1438.3,0.6048177270605644,2275,56,0.7443734901017836,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
42,2,2,1,33,3,2,3,4837.064635308278,497,4339.389497650186,0.4191061263707246,1862,44,0.4085690112873674,0.10292576983328552,0.023144245832138366,0.9768557541678616,0.0,0.023144245832138366,0.9768557541678616,1.0,0.0,0.0,0.0,0
52,2,0,3,39,1,2,3,1438.3,0,1438.3,0.6565172092844085,808,21,0.6812908320566727,0.0,0.860919896839906,0.139080103160094,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
52,2,2,2,35,2,2,1,3217.557779041033,0,3217.557779041033,0.7156465614481109,784,20,0.37332976348196667,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,2,2,2,37,4,2,3,7972.135793359449,2435,5536.187762053578,0.40473260613834894,1262,27,0.3513847451451373,0.3051642917968807,0.023470256697242897,0.9765297433027571,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
58,1,1,2,49,1,1,2,6267.332098429993,525,5741.678428851575,0.6578167007327567,4193,63,0.5123043210961788,0.0842648148444124,0.18028120658495572,0.8197187934150443,0.18028120658495572,0.8197187934150443,0.0,1.0,0.0,0.0,0.0,0
42,1,2,4,36,2,3,2,2879.125876423331,0,2879.125876423331,0.6108362466879288,2338,49,0.43873090220593347,0.0,1.0,0.0,0.08927433216452751,0.0,0.9107256678354725,1.0,0.0,0.0,0.0,0
47,3,2,4,38,3,2,4,1438.3,0,1438.3,0.7987697831912817,2304,48,0.558525767381727,0.0,1.0,0.0,0.0,0.28178682045264436,0.7182131795473556,1.0,0.0,0.0,0.0,0
59,0,1,4,49,4,3,4,3201.5171263802144,419,2781.9175638433044,0.8796043405393797,2718,51,0.7017379541509333,0.13105704911505217,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
43,0,2,1,37,3,0,2,15308.175750919405,0,15308.175750919405,0.8185511221325074,2620,42,0.5358920556196376,0.0,0.7508609431493188,0.24913905685068116,0.0,0.7508609431493188,0.24913905685068116,0.0,0.0,0.0,1.0,0
55,4,3,2,46,2,1,3,1438.3,0,1438.3,0.4482304232486847,1417,35,0.3610117129157244,0.0,0.05503283480495946,0.9449671651950405,0.0,0.05503283480495946,0.9449671651950405,1.0,0.0,0.0,0.0,0
44,2,3,3,39,1,3,2,8378.679421485436,0,8378.679421485436,1.0281607231937981,5462,62,0.8515877333387301,0.0,0.9880316384638139,0.011968361536186078,0.011968361536186078,0.9880316384638139,0.0,1.0,0.0,0.0,0.0,0
47,3,2,4,37,4,2,2,2800.2257234548224,0,2800.2257234548224,0.6650104733984024,2208,38,0.6594487831109468,0.0,1.0,0.0,0.0,0.39632522073964527,0.6036747792603547,1.0,0.0,0.0,0.0,0
53,1,2,3,36,2,3,2,11075.354985010881,520,10554.721295497822,0.9745536252675009,8289,86,0.7877892740886832,0.04724773447587968,0.09138972161769843,0.9086102783823016,0.0,0.09138972161769843,0.9086102783823016,0.9086102783823016,0.0,0.0,0.09138972161769843,0
62,0,3,2,47,4,3,1,1859.5728018812767,0,1859.5728018812767,0.491840493000868,1813,45,0.7439421057245592,0.0,0.0482811065037394,0.9517188934962606,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
44,1,1,1,33,3,2,3,2554.2393156195585,0,2554.2393156195585,0.2355595949341786,1545,31,0.11392548532405801,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
53,1,2,2,46,2,3,3,1827.1489001333166,1553,273.1545675003978,0.4349797259879412,1668,34,0.3552742543437592,0.8507346849341372,0.6093307236946784,0.39066927630532156,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
44,2,2,1,29,1,3,2,34512.85148007444,2509,32002.913414596747,0.5776658813874727,6789,66,0.7624129878104879,0.07279543514607914,0.0,1.0,0.0,0.9911058759164844,0.008894124083515642,0.008894124083515642,0.9911058759164844,0.0,0.0,0
49,0,2,3,37,2,2,3,11122.397663502643,130,10992.11546500471,0.9801733621570902,9476,79,0.8996111986022753,0.01101534403358434,0.9207529206216953,0.07924707937830466,0.0,0.9207529206216953,0.07924707937830466,0.07924707937830466,0.0,0.0,0.9207529206216953,0
53,3,0,4,44,4,2,2,2921.6803435103566,2412,509.11339058505945,0.8216846692133105,2609,33,0.37930884223225847,0.826,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
36,1,1,4,35,5,2,3,3111.2893989116837,2517,594.289398911684,0.6487492896609977,2371,41,0.5188553005441581,0.808927650272079,1.0,0.0,0.0,0.9638251360395048,0.036174863960495185,1.0,0.0,0.0,0.0,0
47,2,4,2,33,1,2,4,1781.4000396375914,0,1781.4000396375914,0.7127072974563011,2792,47,0.5678462224496774,0.0,0.29230616778494656,0.7076938322150534,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,1,0,3,40,4,3,3,10982.423896347025,1292,9689.567783592596,0.5225229643113265,1770,39,0.25603098886222997,0.11774598772454825,0.6508024550903493,0.3491975449096507,0.0,0.6508024550903493,0.3491975449096507,0.3491975449096507,0.0,0.0,0.6508024550903493,0
50,0,3,1,34,3,2,1,7223.315013867122,0,7223.315013867122,0.994185565596941,2672,45,0.9974860132446188,0.0,0.7449097849808819,0.2550902150191181,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
38,1,2,4,20,2,2,3,1610.212372632668,570,1039.4806158637562,0.42441861430654887,1886,41,0.1972853455570205,0.3543534780730145,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
56,2,1,4,46,3,3,2,1832.3278821672839,1491,341.21661065285,0.649936187493709,2176,42,0.5145563575721697,0.8139940676239821,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
60,1,3,2,46,2,3,2,7518.033530068951,2229,5288.397987575367,1.0085857986009792,5123,65,0.5301783884947184,0.29627481864694677,0.45978523700077134,0.5402147629992287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
38,1,3,4,28,1,2,2,7749.47453074675,2454,5295.438045695019,0.7856305291318018,8111,66,0.7307531977237967,0.3197385191947812,0.623401138101673,0.37659886189832703,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
47,4,3,4,37,1,2,3,3599.4924921836905,0,3599.4924921836905,0.5059305020099082,2004,35,0.45385299568241944,0.0,1.0,0.0,0.0,0.9284999255589553,0.07150007444104467,1.0,0.0,0.0,0.0,0
33,2,2,2,28,5,2,4,1696.020061480404,0,1696.020061480404,0.8084474518809688,2450,42,0.4101840316836382,0.0,0.09899692597980392,0.9010030740201961,0.0,0.9010030740201961,0.09899692597980392,1.0,0.0,0.0,0.0,0
47,3,2,3,40,1,3,1,7885.4394160141555,0,7885.4394160141555,1.0106674813909269,8593,72,0.5930456503426761,0.0,0.12868682663970343,0.8713131733602966,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,1,2,2,41,4,3,2,5776.822475255281,0,5776.822475255281,0.6185208191687979,2296,47,0.6885718615586819,0.0,0.0,1.0,0.8695992900445224,0.1304007099554776,0.0,1.0,0.0,0.0,0.0,0
57,1,2,3,52,2,4,4,15663.319978724188,0,15663.319978724188,0.9776630269547516,8728,58,0.7584874594650192,0.0,0.09749189300382088,0.9025081069961791,0.0,0.09749189300382088,0.9025081069961791,1.0,0.0,0.0,0.0,0
52,2,0,3,39,1,2,3,1438.3,0,1438.3,0.6501764039985618,807,21,0.6867157432456749,0.0,0.9313732889048686,0.06862671109513141,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
38,2,2,4,29,4,2,3,1439.510858765447,1180,259.079500472342,0.36481552953031376,1214,28,0.29181926993628154,0.8197965588265097,0.327259125796481,0.672740874203519,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
51,2,2,1,35,3,3,3,33182.5541451408,504,32677.952028312102,0.6803739840341188,812,14,0.27921007838154194,0.014812195210235626,0.0,1.0,0.0,0.9874796806823751,0.012520319317624873,0.012520319317624873,0.0,0.0,0.9874796806823751,0
50,1,3,4,36,2,3,2,1797.7519185224685,0,1797.7519185224685,0.7227859452564669,2280,54,0.6306827549296372,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
53,1,2,0,35,1,3,3,15582.174390766917,0,15582.174390766917,0.9103011252755864,867,22,0.3734862086493526,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
53,0,1,4,47,5,3,1,1947.4109716803578,1437,510.1879527109742,0.6717194214986348,2416,44,0.6483561132785686,0.7382967610654738,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
42,3,2,1,31,5,3,2,13602.962122632216,2466,11136.828622520317,0.6141245846156934,7299,64,0.6594308022299199,0.18117026978819775,0.817026978819775,0.18297302118022496,0.0,0.18297302118022496,0.817026978819775,1.0,0.0,0.0,0.0,0
42,3,4,2,34,4,3,3,8633.604201141212,1683,6950.253823466474,0.4202488022467832,2070,42,0.4027466369471737,0.19502031508559095,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
51,1,0,2,37,4,2,3,1772.2213495985795,0,1772.2213495985795,0.6920478772019963,697,20,0.4444426991971591,0.0,0.0,1.0,0.3086938895863328,0.6913061104136672,0.0,1.0,0.0,0.0,0.0,0
43,2,0,4,33,4,2,1,1606.8715711839036,887,719.2340462848964,0.7441783861320844,2718,45,0.5097567153521526,0.552944339847188,1.0,0.0,0.0,0.030681494818089905,0.9693185051819101,1.0,0.0,0.0,0.0,0
51,1,3,1,41,1,2,3,3181.1762242696805,0,3181.1762242696805,0.4402708510368501,1837,36,0.3033209700753771,0.0,0.22263433082076356,0.7773656691792364,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,1,1,3,32,3,2,3,21786.000518236022,0,21786.000518236022,0.6660550235063715,2511,43,0.5092518759853076,0.0,0.6891661069911561,0.3108338930088439,0.0,0.6891661069911561,0.3108338930088439,1.0,0.0,0.0,0.0,0
47,2,4,0,37,2,3,4,7188.793260929166,2517,4671.793260929166,0.6357032359282331,2301,43,0.4601990181888545,0.3505014059131262,0.14697612275728333,0.8530238772427167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
53,2,2,4,48,2,0,2,1966.8289856887386,0,1966.8289856887386,0.6877846082906953,2416,39,0.6289948037752707,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,2,2,2,36,3,3,1,1638.0541064190993,0,1638.0541064190993,0.7353553434718741,2527,45,0.38363929053933854,0.0,0.32732150898897594,0.6726784910110241,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
